Date,Open,High,Low,Close,Volume,Market.Cap,Coin,Delta
8/12/2017,206.22,210.64,201.38,205.49,"30,017,500","1,543,820,000",DASH,0.066530716
8/11/2017,200.82,209.11,199.59,205.79,"28,677,400","1,502,990,000",DASH,-0.076438511
8/10/2017,199.56,205.54,195.78,200.96,"30,972,000","1,493,200,000",DASH,0.013454407
8/9/2017,203.74,205.87,193.33,199.21,"31,657,100","1,524,040,000",DASH,0.14438678
8/8/2017,196.58,205.5,194.97,203.84,"35,117,200","1,470,120,000",DASH,0.015758517
8/7/2017,189.07,197.91,187.05,197.19,"32,441,600","1,413,570,000",DASH,0.042798639
8/6/2017,193.71,195,188.43,189.13,"25,336,000","1,447,880,000",DASH,0.047581668
8/5/2017,186.96,195.55,185.73,193.83,"41,127,900","1,397,060,000",DASH,-0.087801387
8/4/2017,186.92,189.96,186.13,186.97,"28,791,800","1,395,520,000",DASH,0.025211506
8/3/2017,183.17,189.19,180.28,186.99,"25,612,400","1,367,150,000",DASH,-0.032756456
8/2/2017,185.16,186.24,181.42,182.93,"19,076,200","1,381,630,000",DASH,0.040223716
8/1/2017,179.2,186.23,177.26,184.75,"34,656,300","1,336,810,000",DASH,0.080606544
7/31/2017,173.15,180.05,171.76,178.51,"29,249,300","1,291,390,000",DASH,-0.058221554
7/30/2017,185.45,187.95,172.47,172.82,"25,327,200","1,382,710,000",DASH,-0.051933096
7/29/2017,185.11,187.66,169.34,185.25,"40,505,200","1,379,860,000",DASH,-0.035338862
7/28/2017,194,196.91,181.57,185.61,"30,108,800","1,445,720,000",DASH,0.069084336
7/27/2017,195.08,199.43,192.47,194.09,"26,363,200","1,453,370,000",DASH,-0.01243795
7/26/2017,195.49,200.88,189.33,194.37,"38,380,000","1,456,070,000",DASH,-0.047717953
7/25/2017,204.04,212.4,189.03,195.52,"84,970,400","1,519,340,000",DASH,-0.066842131
7/24/2017,191.11,216.62,187.29,204.02,"90,278,800","1,422,690,000",DASH,0.04166451
7/23/2017,195.02,195.74,187.26,191.03,"31,110,400","1,451,390,000",DASH,0.084080215
7/22/2017,186.13,195.55,185.55,195.31,"23,312,700","1,384,830,000",DASH,0.071716503
7/21/2017,188.58,193.8,180.68,185.86,"32,884,200","1,402,760,000",DASH,0.016011734
7/20/2017,154.85,193.87,154.85,188.59,"98,932,600","1,151,530,000",DASH,0.001410005
7/19/2017,157.98,170.25,153.87,155.65,"28,281,400","1,174,490,000",DASH,-0.111298666
7/18/2017,154.5,165.7,146.25,158.07,"28,103,500","1,148,330,000",DASH,0.074151924
7/17/2017,132.34,154.91,132.34,153.85,"32,658,200","983,325,000",DASH,-0.087226082
7/16/2017,139.65,143.54,119.17,132.64,"35,385,900","1,037,360,000",DASH,0.238699914
7/15/2017,161.28,163.44,139.91,140.14,"30,810,000","1,197,760,000",DASH,0.019244954
7/14/2017,171.48,171.91,156.49,161.08,"26,831,900","1,273,130,000",DASH,0.027528633
7/13/2017,179.83,182.61,169.57,171.24,"24,269,400","1,334,790,000",DASH,0.029896322
7/12/2017,165.03,179.89,159.54,179.89,"30,198,600","1,224,620,000",DASH,-0.033666093
7/11/2017,173.63,180.37,159.99,165.73,"44,860,900","1,288,140,000",DASH,-0.001650278
7/10/2017,195.99,197.38,170.06,174.4,"38,824,100","1,453,580,000",DASH,0.010529252
7/9/2017,209.64,212.48,195.64,195.64,"44,286,500","1,554,430,000",DASH,-0.003683625
7/8/2017,196.15,211.31,187.21,209.2,"41,486,800","1,454,000,000",DASH,-0.006814427
